id,age,division,department,class,stock,reviews,feedback,rating,recommend 
427,37,General Petite,Bottoms,Pants,1051,Comfy,2,4,1
428,44,General Petite,Tops,Blouses,850,Recommend but with a caveat...,2,4,1
429,57,General,Dresses,Dresses,1092,Sweet little dress,1,5,1
430,28,General,Bottoms,Jeans,1025,Get compliments all the time,0,5,1
431,46,General,Tops,Fine gauge,895,Long cardigan,1,5,1
432,37,General,Tops,Blouses,831,Perfect summer top,2,5,1
433,48,General,Bottoms,Pants,1070,"Brown is darker than expected, xsp is perfect",0,5,1
434,41,General,Tops,Knits,875,"If you have a large chest, step away form this one",0,3,0
435,74,General Petite,Dresses,Dresses,1080,"Beautiful, vintage feel, delicate beadwork",9,5,1
436,38,General Petite,Tops,Fine gauge,909,Short,1,3,0
437,44,General,Tops,Knits,868,Cute top but looks like a tent (i'm not kidding),21,1,0
438,28,General,Tops,Blouses,841,Beautiful top. many compliments,0,5,1
439,64,General,Dresses,Dresses,1080,Can't wait for warmer weather,65,5,1
440,27,General,Tops,Knits,872,Great but sheer,0,4,1
441,45,General Petite,Tops,Fine gauge,900,,4,3,0
442,29,General,Tops,Knits,881,Lovely shirt,1,5,1
443,49,General,Tops,Blouses,834,,0,5,1
444,46,General Petite,Tops,Blouses,834,"So comfortable, flattering & with a great print",28,5,1
445,53,General Petite,Tops,Blouses,844,Lovely printed blouse,4,5,1
446,39,General,Tops,Sweaters,940,Love it!!!,2,5,1
447,63,General,Tops,Knits,862,Perfect little tee!,6,5,1
448,36,General Petite,Tops,Knits,873,Cute sweatshirt,0,4,1
449,65,General Petite,Dresses,Dresses,1202,Nice,1,5,1
450,46,General Petite,Bottoms,Pants,1052,Going back,6,3,0
451,55,General,Tops,Knits,861,Best tee ever!,0,5,1
452,44,General,Dresses,Dresses,1078,Sack dress,5,2,0
453,29,General,Tops,Knits,862,Shrinkage,0,1,0
454,34,General,Bottoms,Shorts,282,Love pilcro!,0,5,1
455,44,General Petite,Bottoms,Jeans,1035,,1,5,1
456,34,General Petite,Dresses,Dresses,1080,Love!,0,5,1
457,41,General,Tops,Sweaters,954,Odd fit,3,2,0
458,33,General Petite,Tops,Blouses,847,Boxy,0,2,0
459,29,General,Tops,Sweaters,937,"Great slouchy sweater, perfect color",0,5,1
460,43,General,Tops,Blouses,835,"Gorgeous, well-made blouse - fits perfectly",2,5,1
461,27,General,Dresses,Dresses,1095,Disappointing,3,2,0
462,57,General Petite,Dresses,Dresses,1078,Love it,8,5,1
463,49,Initmates,Intimate,Lounge,440,The coolest pants,13,5,1
464,46,General,Jackets,Jackets,969,"Gorgeous, but.",1,5,1
465,49,General,Dresses,Dresses,1077,Great fun and versatile dress,1,5,1
466,43,General,Tops,Knits,873,Beautiful lace,3,5,1
467,41,Initmates,Intimate,Lounge,260,Super cute,0,5,1
468,53,General,Tops,Blouses,829,Traditional material in a new way,0,1,1
469,40,General,Bottoms,Jeans,1022,Buttery soft,2,5,1
470,54,General Petite,Tops,Blouses,834,So chic!,2,5,1
471,28,General,Dresses,Dresses,1104,Such a cute dress - runs super small!,1,4,1
472,48,General,Tops,Knits,867,Run very large,0,3,0
473,39,General Petite,Dresses,Dresses,1089,Small boobies only,1,3,1
474,41,General,Dresses,Dresses,1082,Lovely white dress for summertime,1,5,1
475,82,General Petite,Dresses,Dresses,1078,Pretty dress but a little too much fabric,0,4,1
476,35,General,Dresses,Dresses,1078,Confortable,0,3,1
477,25,General,Tops,Knits,870,"Strange fit, nice fabric and stitching",1,2,0
478,25,General Petite,Tops,Blouses,828,Comfy lounging top,0,4,1
479,62,General,Tops,Sweaters,943,Gorgeous,3,5,1
480,58,Initmates,Intimate,Swim,314,Lovely but odd sizing,32,3,0
481,58,General Petite,Bottoms,Pants,1059,The perfect pants!,0,5,1
482,30,General Petite,Bottoms,Skirts,995,Gorgeous versatile skirt,0,5,1
483,19,General Petite,Tops,Blouses,820,Tight in arms and bust,0,4,1
484,32,Initmates,Intimate,Intimates,14,Luxurious and flattering,0,5,1
485,42,General,Jackets,Jackets,984,Very cute jacket!,2,5,1
486,57,General,Tops,Knits,863,,0,4,1
487,55,General Petite,Tops,Sweaters,936,,2,3,0
488,42,General,Bottoms,Jeans,1038,Floral fun!,0,5,1
489,46,General,Tops,Knits,870,"Tried to make this top work, too short",0,2,0
490,30,General,Bottoms,Skirts,1015,,1,5,1
491,34,General,Dresses,Dresses,1083,,2,5,1
492,46,Initmates,Intimate,Layering,520,Wide-strap tank,4,4,1
493,25,General,Bottoms,Skirts,996,I love this skirt,0,5,1
494,44,General Petite,Bottoms,Pants,1066,,2,5,1
495,31,General,Dresses,Dresses,1082,Runs large in top and waist,0,4,1
496,34,General Petite,Bottoms,Skirts,1020,Ideal fit and feel for gals with curves,15,5,1
497,51,General,Bottoms,Pants,1059,Great pant,7,4,1
498,50,General Petite,Dresses,Dresses,1110,"Cute design, poor material",4,2,1
499,35,General,Tops,Blouses,833,,6,3,0
500,30,General Petite,Tops,Knits,866,,18,1,0
501,31,General,Dresses,Dresses,1110,"Unless you know a seamstress, don't bother",9,3,0
502,28,General Petite,Tops,Knits,867,"Great shirt, but don't expect it to last",0,3,1
503,42,General Petite,Tops,Fine gauge,903,,1,5,1
504,39,Initmates,Intimate,Sleep,692,,1,5,1
505,21,General,Tops,Blouses,833,Love love love!,0,5,1
506,40,General,Tops,Blouses,850,"Love the way it looks, but couldn't keep it",0,2,0
507,45,General Petite,Bottoms,Pants,1051,,1,2,0
508,45,General,Bottoms,Jeans,1025,Perfect skinny jean,1,5,1
509,40,General,Dresses,Dresses,1094,,0,4,1
510,51,Initmates,Intimate,Lounge,616,Disco-ball-summer-cover!,2,5,1
511,57,General Petite,Tops,Knits,878,Fabric is very thin,3,2,0
512,48,General Petite,Dresses,Dresses,1071,In love,1,5,1
513,35,General Petite,Dresses,Dresses,1078,Horrible,2,1,0
514,39,General,Dresses,Dresses,1094,"Stretchy, soft",29,5,1
515,33,General,Bottoms,Jeans,1022,Love these,2,5,1
516,64,General Petite,Bottoms,Jeans,1033,Great basics!,10,5,1
517,23,General Petite,Tops,Sweaters,936,Long and wonderful,1,5,1
518,32,General,Tops,Blouses,831,Sweet,2,5,1
519,56,General Petite,Tops,Sweaters,940,Pretty sweater for spring!,8,5,1
520,43,Initmates,Intimate,Swim,240,,0,4,1
521,45,General,Tops,Fine gauge,896,,2,4,1
522,25,General Petite,Bottoms,Jeans,1022,Nothing like other stevies,1,1,0
523,58,General Petite,Bottoms,Skirts,1004,Great skirt and yet....no pockets,13,4,1
524,34,General,Bottoms,Skirts,1001,,0,4,1
525,38,General,Dresses,Dresses,1100,,0,5,1
526,37,General,Tops,Knits,861,Lovely simple staple,0,5,1
527,29,General Petite,Dresses,Dresses,1077,So 60s and mod,0,4,1
528,36,General Petite,Dresses,Dresses,1081,Cozy and versatile,0,4,1
529,47,General Petite,Dresses,Dresses,1104,Very chic,1,5,1
530,42,General,Dresses,Dresses,1095,,1,4,1
531,45,General,Bottoms,Skirts,1009,Cute in coral,1,5,1
532,41,General,Tops,Knits,862,Soft fabric,0,5,1
533,49,General,Tops,Sweaters,927,Great holiday sweater,0,5,1
534,50,General,Tops,Fine gauge,903,Cute and simple,0,5,1
535,39,General,Tops,Blouses,830,Nice enough,0,4,1
536,34,General,Bottoms,Jeans,1022,,0,5,1
537,41,General Petite,Dresses,Dresses,1081,Disappointing,3,2,0
538,27,General,Bottoms,Skirts,1001,Great skirt,0,5,1
539,20,General Petite,Dresses,Dresses,1078,Retro diner girl chic,0,5,1
540,68,General,Dresses,Dresses,1072,Super cute.,0,5,1
541,36,General Petite,Bottoms,Jeans,1026,,0,5,1
542,46,General Petite,Intimate,Lounge,419,Dreamy pajama pants,1,5,1
543,35,General,Tops,Knits,1183,Soft & buttery!,3,5,1
544,40,General,Jackets,Outerwear,1112,Snow bunny coat!,0,5,1
545,47,General Petite,Tops,Blouses,829,So cute!,0,5,1
546,53,General Petite,Tops,Fine gauge,895,"Nice cardigan, odd colors",29,4,1
547,38,General Petite,Dresses,Dresses,1092,Beautiful dress but very large,1,2,0
548,27,General,Tops,Knits,868,"Soft fabric and nice details, billowy design",3,4,1
549,36,General,Bottoms,Skirts,995,Perfect sweater skirt,1,5,1
550,43,General,Dresses,Dresses,1110,Runs very large!,4,4,1
551,35,General,Tops,Knits,862,Loved this until....,0,3,0
552,40,General Petite,Bottoms,Skirts,996,Just okay,2,2,0
553,42,General Petite,Bottoms,Pants,1059,"Lovely pants, but the strecth out a great deal",0,3,1
554,56,General Petite,Intimate,Lounge,756,,1,4,1
555,56,Initmates,Intimate,Lounge,377,Pure perfection,3,5,1
556,39,General Petite,Tops,Knits,857,I bought both colors,0,5,1
557,39,General Petite,Dresses,Dresses,1078,Love it,1,5,1
558,49,General,Dresses,Dresses,1082,"Wanted to like it, but the fit is just off",3,2,0
559,48,General Petite,Tops,Sweaters,952,Perfect!,3,5,1
560,47,General Petite,Tops,Blouses,831,Beautiful blouse can be tucked in or left out,5,5,1
561,63,General,Dresses,Dresses,1110,,0,5,1
562,21,General,Tops,Blouses,836,Beautiful top!,8,5,1
563,44,General Petite,Dresses,Dresses,1094,,0,3,0
564,46,Initmates,Intimate,Layering,520,Great basic tank,0,4,1
565,69,General,Tops,Blouses,829,Soft and flowy,0,5,1
566,36,General Petite,Tops,Blouses,828,Uniquely soft plaid shirt,1,5,1
567,37,General,Tops,Knits,872,Lovely top,0,5,1
568,29,General,Tops,Knits,868,,4,3,0
569,50,General,Tops,Sweaters,944,Stylish lucsiously soft sweater!,1,4,1
570,37,General,Jackets,Jackets,974,The pictures don't do it justice!,24,5,1
571,25,Initmates,Intimate,Lounge,497,Comfortable but not for extreme yogis,2,4,1
572,30,General,Dresses,Dresses,1086,Lovely but large,0,4,1
573,33,General,Tops,Fine gauge,899,,0,5,1
574,35,General Petite,Dresses,Dresses,1093,,18,5,1
575,56,General,Tops,Blouses,828,Runs small,0,4,1
576,46,General Petite,Bottoms,Skirts,993,Shrinks in the wash,0,1,0
577,28,General,Tops,Sweaters,936,,0,4,1
578,37,General,Tops,Blouses,833,,9,4,1
579,41,General,Bottoms,Shorts,460,Surprised by how much i like it,0,5,1
580,34,General,Dresses,Dresses,1081,Finally a sweater dress that's not too tight,0,5,1
581,75,General,Tops,Sweaters,945,Better in person than photo,5,4,1
582,44,General Petite,Tops,Knits,886,,21,5,1
583,38,General,Tops,Fine gauge,895,Darling cardigan with beautiful detailing,0,5,1
584,36,General Petite,Tops,Fine gauge,895,,0,5,1
585,31,General Petite,Tops,Sweaters,936,Too short,1,2,0
586,37,General,Tops,Fine gauge,909,Soft and versitle,0,4,1
587,37,Initmates,Intimate,Lounge,216,Always active...,0,5,1
588,21,General Petite,Bottoms,Jeans,1035,Frayed apart,0,1,0
589,67,General,Tops,Sweaters,939,Lots of style,26,5,1
590,54,General,Tops,Blouses,818,,1,2,0
591,34,General Petite,Tops,Knits,857,Fun take on plaid,0,4,1
592,40,General,Dresses,Dresses,1098,Saw this on another diner and swooned!,2,5,1
593,34,,,,184,Nubby footless tights,5,5,1
594,29,General,Dresses,Dresses,1098,Fits snug,0,2,1
595,64,General,Dresses,Dresses,1094,Stunning special occasion dress,30,5,1
596,35,General Petite,Dresses,Dresses,1078,,0,5,1
597,36,General,Dresses,Dresses,1078,,0,5,1
598,31,General Petite,Dresses,Dresses,1081,So silky soft,8,5,1
599,30,General,Tops,Blouses,829,Size up for bigger bust,1,4,1
600,32,General,Dresses,Dresses,1092,For straight figures,1,3,1
601,31,General,Dresses,Dresses,1082,Pretty but tight in bust,19,3,1
602,54,General Petite,Dresses,Dresses,1110,Raspberry delight of a dress,0,5,1
603,60,General,Bottoms,Jeans,1037,Not worth it for the price,0,3,0
604,56,General,Dresses,Dresses,1104,Stunning...,0,5,1
605,50,General,Tops,Blouses,820,Even more beautiful than pictured,7,5,1
606,35,General Petite,Tops,Blouses,820,Beautiful top!,0,5,1
607,38,General Petite,Bottoms,Pants,1066,Makes me look dumpy,15,3,0
608,67,General Petite,Tops,Blouses,829,Style with a kick,1,5,1
609,57,General,Bottoms,Skirts,1006,Wanted to love this skirt,0,2,0
610,34,General,Dresses,Dresses,1081,"Nice, but not for me",4,4,1
611,50,General Petite,Jackets,Jackets,977,Nice jacket,0,4,1
612,37,General,Tops,Blouses,834,Black and white is navy?,2,4,1
613,64,General,Bottoms,Shorts,540,Cute but tricky zipper,0,4,1
614,34,General,Tops,Blouses,830,So much fabric...,1,3,1
615,50,General,Tops,Blouses,840,Adorable and flattering,0,5,1
616,40,General Petite,Tops,Sweaters,936,,9,5,1
617,43,General Petite,Tops,Fine gauge,895,A must have closet staple,4,5,1
618,29,General,Tops,Knits,868,"Yeah, but it's a great tent!",0,5,1
619,54,General,Tops,Knits,888,Nice top,0,5,1
620,58,General,Tops,Blouses,829,Love it,3,5,1
621,30,General,Dresses,Dresses,1078,Cuter on the model,2,2,0
622,54,General,Dresses,Dresses,1103,I feel like a princess...,1,5,1
623,56,General Petite,Tops,Knits,872,,0,4,1
624,35,General Petite,Tops,Fine gauge,903,Too cropped,0,2,0
625,34,Initmates,Intimate,Intimates,475,So comfy!,0,5,1
626,67,General,Dresses,Dresses,1110,So pretty,3,5,1
627,35,General,Jackets,Outerwear,1115,Nice jacket but too large!,1,4,1
628,38,General Petite,Jackets,Jackets,981,Great vest,0,5,1
629,53,General Petite,Intimate,Lounge,510,Zoe slip,10,4,1
630,23,General,Dresses,Dresses,1095,"Lovely, unique and odd",6,5,1
631,40,General Petite,Dresses,Dresses,1078,"Well made dress, fit could be tricky",1,5,1
632,60,General,Tops,Blouses,815,,1,5,1
633,57,General,Dresses,Dresses,1110,,27,5,1
634,44,General Petite,Tops,Blouses,844,,2,3,0
635,35,General,Tops,Knits,873,Cute and comfy,0,5,1
636,49,General Petite,Tops,Blouses,831,Better in person,0,4,1
637,43,General,Bottoms,Shorts,282,Favorite shorts ever,0,5,1
638,26,General,Dresses,Dresses,1102,It's a shift dress,1,3,0
639,45,General Petite,Dresses,Dresses,1110,Beautiful,1,5,1
640,63,General,Tops,Knits,870,Wow simply gorgeous,12,5,1
641,51,General,Tops,Knits,862,Basic and dressy,10,5,1
642,63,General,Tops,Knits,872,Love this top,14,5,1
643,25,General Petite,Dresses,Dresses,1078,Size up,0,4,1
644,32,General,Dresses,Dresses,1072,Color not as shown,3,2,1
645,54,General,Tops,Knits,862,Cute and comfy,2,5,1
646,47,Initmates,Intimate,Swim,428,,4,4,1
647,55,General Petite,Intimate,Lounge,134,Comfy,0,5,1
648,55,General,Bottoms,Shorts,133,Cute,2,5,1
649,42,General,Tops,Knits,867,Beautiful shirt,0,5,1
650,46,General,Bottoms,Pants,1056,,3,4,1
651,67,Initmates,Intimate,Layering,463,Great aqua print,2,5,1
652,37,General,Jackets,Outerwear,1122,First fall favorite,5,5,1
653,57,General,Tops,Blouses,844,Love it,0,5,1
654,68,Initmates,Intimate,Lounge,336,Classy leggings,11,5,1
655,29,General,Dresses,Dresses,1081,Meh...,1,3,0
656,57,General,Bottoms,Jeans,1038,,4,5,1
657,48,General,Bottoms,Jeans,1033,More faded than they look here,0,3,0
658,26,General,Tops,Knits,868,Cute tunic,0,4,1
659,36,General,Tops,Sweaters,937,Itchy,1,3,0
660,45,General,Bottoms,Skirts,993,Gorgeous skirt,0,5,1
661,25,General Petite,Dresses,Dresses,1099,Runs large and sleeves are different from photo,0,4,1
662,56,General Petite,Tops,Fine gauge,895,,0,5,1
663,36,General,Dresses,Dresses,1110,A stunner,0,5,1
664,54,General,Tops,Knits,868,Huge!,3,2,0
665,55,General Petite,Tops,Knits,854,Top that works with lots of colors,0,5,1
666,45,General,Tops,Sweaters,929,I really wanted to love this but...,12,3,0
667,53,General Petite,Intimate,Lounge,419,Nice light weight pajamas,5,5,1
668,83,General Petite,Jackets,Jackets,956,Great gift!!,0,5,1
669,36,General Petite,Jackets,Jackets,959,Strange cut,0,2,0
670,48,General,Dresses,Dresses,1094,Love it!,3,5,1
671,32,General,Tops,Knits,872,Beautiful top,1,5,1
672,54,General Petite,Bottoms,Pants,1059,Off the grid,0,5,1
673,33,General,Tops,Knits,873,,0,4,1
674,67,General,Bottoms,Pants,1051,Perfect dressy jogger!,0,5,1
675,64,General Petite,Dresses,Dresses,1072,Mixed feelings....,6,4,1
676,64,General,Tops,Knits,862,Versatile!,0,5,1
677,28,General,Dresses,Dresses,1077,Liked but too big,1,3,1
678,48,General,Bottoms,Pants,1051,"Stylish, but run a little large",7,4,1
679,37,General Petite,Tops,Knits,883,,0,4,1
680,42,General Petite,Bottoms,Jeans,1033,Cute ankle jean!,0,5,1
681,49,General,Jackets,Jackets,975,Unflattering cut,21,3,0
682,71,General,Tops,Knits,873,Pretty but not for me,0,3,0
683,33,General,Tops,Sweaters,937,Great staple sweater!,0,5,1
684,34,General Petite,Tops,Fine gauge,895,Wardrobe staple,0,5,1
685,70,General,Bottoms,Pants,1047,,3,5,1
686,42,General,Dresses,Dresses,1110,Adorable dress,6,5,1
687,20,General,Tops,Fine gauge,896,Fall wardrobe staple,2,5,1
688,48,General Petite,Intimate,Lounge,498,,0,2,0
689,45,General,Tops,Knits,869,,0,4,1
690,56,General,Bottoms,Pants,1060,Lightweight and pretty summer pants,0,5,1
691,50,General,Tops,Knits,866,It's going back,0,2,0
692,39,General,Tops,Fine gauge,895,Need petite,1,5,1
693,34,General,Bottoms,Jeans,1022,Great alternative to black pants,4,4,1
694,54,General,Tops,Fine gauge,909,Curve-hugging lightweight classic,0,5,1
695,37,General Petite,Bottoms,Pants,1059,High quality,3,5,1
696,47,General,Jackets,Jackets,965,It's cute,0,4,1
697,56,General Petite,Tops,Blouses,834,Cute top,1,5,1
698,41,General,Dresses,Dresses,1081,"Pretty, airy dress",0,4,1
699,46,General,Tops,Blouses,829,Cute and springy,1,5,1
700,24,General,Dresses,Dresses,1111,,1,5,1
701,51,General,Dresses,Dresses,1078,"So cute, but weird fit",11,3,1
702,50,General,Tops,Knits,854,Hooray...it came in a petite!,0,5,1
703,30,General,Dresses,Dresses,1092,Love this sweater!,0,5,1
704,42,General,Dresses,Dresses,1092,Cute but too short,0,2,0
705,38,Initmates,Intimate,Legwear,225,I wanted to love them,0,2,0
706,43,General,Bottoms,Skirts,1020,Amazing alternative to a denim skirt!,0,5,1
707,22,General,Tops,Knits,883,Great basic- but long!,0,5,1
708,46,Initmates,Intimate,Lounge,255,,1,3,0
709,39,General,Tops,Blouses,830,A tad thin and see through,1,4,1
710,38,General,Dresses,Dresses,1099,,3,5,1
711,33,General Petite,Bottoms,Skirts,994,"Lovely skirt, runs a bit large.",0,4,1
712,64,General,Bottoms,Pants,1049,Cuter for fall than spring,4,3,1
713,32,General Petite,Tops,Sweaters,939,Beautiful,0,5,1
714,39,General,Tops,Blouses,828,Not for me,0,2,0
715,35,General,Tops,Blouses,828,Summer top,0,4,1
716,46,General,Tops,Blouses,836,Loved it but it ran. . .,2,1,0
717,40,General Petite,Tops,Blouses,817,"Lovely fabric, not boxy",1,4,1
718,34,General,Dresses,Dresses,1097,Not flattering,16,3,0
719,59,General Petite,Bottoms,Jeans,1033,Comfortable,1,5,1
720,20,Initmates,Intimate,Swim,1155,Swim,0,4,1
721,64,Initmates,Intimate,Sleep,506,,0,5,1
722,56,General Petite,Dresses,Dresses,1078,"Wanted to love, but...",15,3,0
723,55,General Petite,Tops,Blouses,827,Nice top!,1,4,1
724,38,General Petite,Tops,Blouses,836,Winner,5,5,1
725,27,General Petite,Dresses,Dresses,1092,So disappointed!,2,1,0
726,45,General,Bottoms,Shorts,282,Love these!,3,5,1
727,47,General,Bottoms,Pants,1065,Great concept that just misses the mark,1,4,0
728,53,General,Tops,Blouses,820,Mid winter addition,0,4,1
729,26,General,Dresses,Dresses,1078,Slightly disagree with others,6,3,1
730,36,General Petite,Tops,Knits,857,,0,3,0
731,47,General,Dresses,Dresses,1094,"This season's go to black dress, well, one of them",1,5,1
732,34,General,Tops,Knits,867,Great top!,1,5,1
733,49,General,Dresses,Dresses,1076,Sexy and comfortable,0,5,1
734,42,General,Tops,Blouses,833,Fun and whimsical top,0,5,1
735,70,General Petite,Dresses,Dresses,1095,Most beautivul fabric ever!,4,5,1
736,46,General,Dresses,Dresses,1094,"Pretty, but very big",1,4,1
737,40,General,Bottoms,Pants,1070,Great pattern,0,5,1
738,38,General,Jackets,Jackets,967,Gorgeous jacket,0,5,1
739,66,General,Dresses,Dresses,1086,Not for me,2,3,1
740,35,General,Dresses,Dresses,1078,Super comfortable and cute,2,5,1
741,21,General,Tops,Knits,865,Cute design,0,5,1
742,66,General,Bottoms,Jeans,1022,Almost,0,4,1
743,44,General,Dresses,Dresses,1083,Completely wonky,0,2,0
744,65,General,Tops,Knits,872,,4,2,0
745,46,General Petite,Tops,Blouses,829,Buttondown,1,2,0
746,55,General,Tops,Knits,860,Too big,1,1,0
747,27,General Petite,Tops,Blouses,836,"Beautiful design, very sheer",17,3,0
748,31,General,Tops,Sweaters,939,"Warm, soft and lightweight",1,5,1
749,48,General Petite,Dresses,Dresses,1077,Perfect summer dress,0,5,1
750,57,General Petite,Tops,Sweaters,940,Bryson cowl,1,5,1
751,35,General,Tops,Fine gauge,907,Feminine sweater,0,5,1
752,40,General,Tops,Knits,873,Great layering piece,0,5,1
753,49,General,Dresses,Dresses,1078,Adorable!,1,5,1
754,36,General,Bottoms,Pants,1059,,0,5,1
755,44,General,Dresses,Dresses,1078,Love this dress,0,5,1
756,53,General,Bottoms,Pants,1056,Tighter waist than last year,2,4,1
757,41,General,Dresses,Dresses,1086,Beautiful dress!,14,5,1
758,27,General,Dresses,Dresses,1078,Perfection,8,5,1
759,30,General,Tops,Fine gauge,909,"Beautiful sweater, but pills",0,3,0
